,Actual,Model_prediction,bootstrap_mean_prob,low_bound,high_bound,confidence_score,confidence_zone
13320,0.0,0.0,0.0857108963589306,0.053705564407353586,0.12521988947745133,0.9284856749299022,High
22257,1.0,1.0,0.9694932331946152,0.9608039869649585,0.9765437239364888,0.9842602630284697,High
9227,0.0,0.0,0.09994349792769106,0.06916607674474207,0.13418586212974945,0.9349802146149926,High
19391,1.0,1.0,0.8841653819524057,0.8489882610294579,0.9194798689296856,0.9295083920997723,High
17672,1.0,1.0,0.6788599634559065,0.6068565375949945,0.734762656830056,0.8720938807649384,High
23317,1.0,0.0,0.4397430433896391,0.3479265181587823,0.5516647049266548,0.7962618132321275,High
13864,0.0,0.0,0.04809078645394187,0.030657396932491927,0.06759185401189503,0.9630655429205969,High
15785,1.0,1.0,0.9893678137703287,0.9846909686295495,0.9935533805001022,0.9911375881294473,High
14130,1.0,1.0,0.8812263581346725,0.8560385283065898,0.9064774187636183,0.9495611095429715,High
16258,1.0,0.0,0.4506782386381432,0.39903646505464796,0.4996027724371957,0.8994336926174522,High
232,0.0,0.0,0.07419605663376623,0.05970469184495745,0.08882295604423195,0.9708817358007255,High
16121,1.0,1.0,0.9981746350638507,0.9972753274714209,0.9988636556852566,0.9984116717861643,High
6016,0.0,0.0,0.011375864630233119,0.006796625340966173,0.01684983275471465,0.9899467925862515,High
23010,1.0,1.0,0.999182475053266,0.9989035803481929,0.9993487094195409,0.999554870928652,High
7057,0.0,0.0,0.4357631137654369,0.36146135298725934,0.48917837001421655,0.8722829829730427,High
21410,1.0,1.0,0.9959207921776445,0.9942983468248466,0.9976945088670984,0.9966038379577482,High
1540,0.0,0.0,0.010310169728264786,0.008421781124145851,0.013862085903058794,0.994559695221087,High
1316,0.0,0.0,0.13495128255696157,0.1107072477044149,0.17082255598850593,0.9398846917159089,High
10204,0.0,1.0,0.9295072306629508,0.8652092658748826,0.9624526032359438,0.9027566626389387,High
1100,0.0,0.0,0.45555444992189786,0.37834295266837037,0.53256481234937,0.8457781403190003,High
17987,1.0,0.0,0.10578079054360441,0.08678293896749616,0.1370306101689939,0.9497523287985022,High
4737,0.0,0.0,0.32002796425569896,0.23166486202079142,0.38499348145626094,0.8466713805645305,High
3225,0.0,0.0,0.005876441734269875,0.003867527025140049,0.007483596538939841,0.9963839304862002,High
15029,1.0,0.0,0.11736789805943552,0.07648047246402936,0.16848085627512738,0.907999616188902,High
12264,0.0,0.0,0.010170990371375485,0.0072544897652377415,0.014082831272092458,0.9931716584931453,High
11139,0.0,0.0,0.023898187415500316,0.017883422620426897,0.03328906359862052,0.9845943590218064,High
6736,0.0,0.0,0.23198434520333394,0.17607636931904483,0.335366845411834,0.8407095239072109,High
18500,1.0,1.0,0.9912937029426694,0.9871713499579988,0.9936546820309233,0.9935166679270755,High
8792,0.0,0.0,0.02669338156301993,0.01943419608674881,0.032886724852685616,0.9865474712340632,High
2472,0.0,0.0,0.2785374665391116,0.22179517415475777,0.3576589726455738,0.864136201509184,High
2120,0.0,0.0,0.026015991396738304,0.01706540101931248,0.03249409530376578,0.9845713057155467,High
6327,0.0,0.0,0.0028377189383365373,0.001984000699012868,0.004119859379273853,0.997864141319739,High
22236,1.0,1.0,0.9415088499487976,0.922726981668939,0.9629707583925703,0.9597562232763687,High
21507,1.0,1.0,0.8940282462519213,0.8346932449787265,0.9250788174132857,0.9096144275654409,High
105,0.0,0.0,0.05644150917605484,0.03999698713830586,0.07404141601439009,0.9659555711239157,High
3913,0.0,0.0,0.029130315360908564,0.023843974473127978,0.03932736911863922,0.9845166053544887,High
6019,0.0,0.0,0.012098794442614632,0.009544184274775838,0.01555923135265264,0.9939849529221232,High
6600,0.0,0.0,0.011844748164058071,0.0069384691298249096,0.016020794419649327,0.9909176747101756,High
2852,0.0,0.0,0.023280165227801162,0.02008773513153231,0.02742884675843902,0.9926588883730932,High
14099,0.0,0.0,0.09382705828692799,0.07121262691211719,0.12254436574502478,0.9486682611670925,High
5870,0.0,0.0,0.005208731401743046,0.0038572223322720124,0.006786011794212246,0.9970712105380598,High
14065,0.0,0.0,0.11577593421795684,0.08466456035358584,0.17067781254381317,0.9139867478097726,High
15206,1.0,1.0,0.8730812420663195,0.8377108759470175,0.9045564018113141,0.9331544741357034,High
10666,0.0,0.0,0.17331925044637195,0.1365147808181342,0.2145683463441946,0.9219464344739396,High
22913,1.0,1.0,0.8788883140955231,0.8292355901731892,0.9207478339008766,0.9084877562723126,High
7648,0.0,0.0,0.07300621344512223,0.06084039423923083,0.09583133123511547,0.9650090630041154,High
11801,0.0,0.0,0.13161153119210972,0.0983240636549877,0.16560870357346028,0.9327153600815274,High
2048,0.0,0.0,0.0015410711818576563,0.0007634078465888769,0.0024206287740063145,0.9983427790725825,High
19803,1.0,1.0,0.787166705952395,0.6820180846744813,0.9120498398571572,0.7699682448173242,High
18670,1.0,1.0,0.9770050262092633,0.9703133192141897,0.9845183099288582,0.9857950092853315,High
15637,1.0,0.0,0.41741389201727686,0.34455575465722604,0.4853391401724297,0.8592166144847964,High
11867,0.0,0.0,0.020327175268958005,0.015118710466494796,0.027332673339649897,0.9877860371268449,High
3627,0.0,0.0,0.07632687158921266,0.06113360078835913,0.09488987808567872,0.9662437227026804,High
16286,1.0,1.0,0.9847863219309609,0.980973994331508,0.987753969871921,0.993220024459587,High
20816,1.0,1.0,0.9982725432523326,0.9979474436000838,0.9987103632813676,0.9992370803187162,High
7327,0.0,0.0,0.015262365771096995,0.010948287683514345,0.021297251486684824,0.9896510361968295,High
7714,0.0,1.0,0.5942792590021615,0.5393038213628183,0.6365698709601704,0.9027339504026479,High
23507,1.0,1.0,0.9838988916935658,0.9751937001184087,0.9904261689318898,0.9847675311865188,High
10492,0.0,1.0,0.5860736880594121,0.527446575137931,0.6377712022514144,0.8896753728865167,High
11589,0.0,0.0,0.1051603878479455,0.07840030995803747,0.1368012672850915,0.9415990426729459,High
19214,1.0,0.0,0.2216887101029894,0.18434307087632576,0.2625455504345257,0.9217975204418001,High
11022,0.0,0.0,0.013482365811322724,0.0085194899314417,0.019753281344774075,0.9887662085866676,High
18468,1.0,1.0,0.9860494255391508,0.9838622609182386,0.9883939868714757,0.9954682740467629,High
12126,0.0,0.0,0.0994078478739029,0.07815989256012074,0.12181703690185494,0.9563428556582658,High
8357,0.0,0.0,0.09115419175532732,0.06754146743528508,0.12063641502571462,0.9469050524095705,High
537,0.0,0.0,0.12677492021855746,0.10254112029279715,0.15717148660944333,0.9453696336833538,High
12677,0.0,0.0,0.1197431983976944,0.08513763393702611,0.1623041810243276,0.9228334529126985,High
13296,0.0,1.0,0.7202698431240255,0.6563523673580088,0.806523818538835,0.8498285488191738,High
5203,0.0,0.0,0.2608771055219441,0.20122472177632209,0.3154131687154399,0.8858115530608822,High
7446,0.0,0.0,0.013730671240186185,0.009844664314495223,0.0189226532376676,0.9909220110768276,High
3230,0.0,0.0,0.016361881018499575,0.012181344626495881,0.02022665316381612,0.9919546914626798,High
1687,0.0,0.0,0.23674345953674386,0.2117278181352353,0.2652107154392569,0.9465171026959784,High
22389,1.0,1.0,0.8202184726873059,0.7570467869551875,0.8731705412677488,0.8838762456874386,High
12259,0.0,1.0,0.7371806598077338,0.7091175763881449,0.7626006697259589,0.946516906662186,High
17914,1.0,1.0,0.9654367525124222,0.9362465089097831,0.982137766171569,0.9541087427382141,High
12031,0.0,0.0,0.02895462578636095,0.020275064382539447,0.04096751322679906,0.9793075511557404,High
1148,0.0,0.0,0.31771829432832904,0.22682211733732602,0.3845169115935659,0.8423052057437601,High
11310,0.0,0.0,0.003845495487184984,0.002075061474347322,0.005020331583969187,0.9970547298903781,High
15321,1.0,1.0,0.9984337916667838,0.9975394901084178,0.9989022346429844,0.9986372554654334,High
2983,0.0,0.0,0.189394262009659,0.12922716715693747,0.2642314713642004,0.864995695792737,High
14424,1.0,1.0,0.9922026870161087,0.9898556468449514,0.9939367820487081,0.9959188647962434,High
6960,0.0,0.0,0.4729527878810204,0.3561591636820464,0.5666513222701957,0.7895078414118508,High
19473,1.0,1.0,0.9771318535389908,0.9648066350866741,0.9848117509840115,0.9799948841026626,High
12921,0.0,1.0,0.6422738210211065,0.5991874195889195,0.6970865093453444,0.9021009102435751,High
16926,1.0,1.0,0.74039702685099,0.6751218826952945,0.7839447327568579,0.8911771499384366,High
11476,0.0,0.0,0.01570146833038915,0.010293930773478604,0.02309954671080451,0.9871943840626741,High
3716,0.0,0.0,0.36138071277673756,0.3257468719509161,0.4151802324256913,0.9105666395252248,High
18187,1.0,1.0,0.9885694922201473,0.9851330983215811,0.9915560309568132,0.9935770673647679,High
11980,0.0,0.0,0.42194808888025886,0.3624856129093629,0.4728421045179167,0.8896435083914462,High
6907,0.0,0.0,0.1753508269649437,0.13829079299415992,0.21187643172396717,0.9264143612701927,High
16955,1.0,1.0,0.8998547147839886,0.8787803912776783,0.9304583263493733,0.948322064928305,High
13116,0.0,0.0,0.092887957492734,0.05735489054811728,0.13082687572944224,0.9265280148186751,High
7832,0.0,1.0,0.6084674580605987,0.5593751311844105,0.6636640279508527,0.8957111032335578,High
9721,0.0,0.0,0.44338515637353904,0.3956812893764277,0.49285386939964015,0.9028274199767876,High
8571,0.0,0.0,0.015059720833027295,0.010345753551185798,0.022478074470360033,0.9878676790808257,High
7806,0.0,0.0,0.09714147874663345,0.07155236842658955,0.11532782127304103,0.9562245471535485,High
19269,1.0,1.0,0.947911499966478,0.9325025502505735,0.9596734051704078,0.9728291450801657,High
614,0.0,0.0,0.247326691206958,0.17996797955113691,0.3161658744094385,0.8638021051416984,High
13051,0.0,0.0,0.0706653273619787,0.05673859311159983,0.09552413613494155,0.9612144569766583,High
18888,1.0,1.0,0.7925743078062374,0.7500023114427213,0.8252689350976652,0.9247333763450561,High
2383,0.0,0.0,0.13827329442158437,0.10813429268870409,0.16931809782951462,0.9388161948591894,High
19072,1.0,1.0,0.9996881638228661,0.9992824025742645,0.9998188698411369,0.9994635327331276,High
2711,0.0,0.0,0.014320383513605966,0.00930639352771564,0.018525249002258395,0.9907811445254573,High
21043,1.0,1.0,0.7955638258981326,0.7533923332455117,0.8200840645560523,0.9333082686894594,High
2717,0.0,0.0,0.2807481670649937,0.2062972161345455,0.4072762611037802,0.7990209550307653,High
4846,0.0,0.0,0.20217749917646963,0.16729571359098383,0.23564457198928274,0.931651141601701,High
822,0.0,0.0,0.08436055069096739,0.04806941139279459,0.16523026881963312,0.8828391425731614,High
10227,0.0,0.0,0.15513927575869121,0.12035684955697648,0.18350381527724727,0.9368530342797292,High
8352,0.0,0.0,0.3858009284648341,0.2690700406082596,0.4975941671716204,0.7714758734366391,High
686,0.0,0.0,0.005995275373953516,0.004208034314373508,0.008148335543457425,0.996059698770916,High
9831,0.0,0.0,0.0014040999075146032,0.0010655288280830139,0.0019160706498992052,0.9991494581781838,High
22228,1.0,0.0,0.11425896922470506,0.07701509062396958,0.16552284091593508,0.9114922497080344,High
11692,0.0,0.0,0.05374979034512928,0.04360566300627508,0.06820946650830256,0.9753961964979725,High
9998,0.0,0.0,0.027185393134134473,0.01815748962132565,0.03897963315725479,0.9791778564640709,High
19188,1.0,1.0,0.9439899890352855,0.9281034161435592,0.9562827027573215,0.9718207133862377,High
12805,0.0,0.0,0.06196034190281184,0.04343194400827494,0.08219540110466876,0.9612365429036062,High
2289,0.0,0.0,0.01785425961044446,0.01421561405950145,0.022267524410529614,0.9919480896489719,High
21139,1.0,1.0,0.9493911611412347,0.9385354191804335,0.9619627449518173,0.9765726742286162,High
12709,0.0,0.0,0.014133961284412563,0.0115269188080024,0.016239893523516156,0.9952870252844862,High
4255,0.0,0.0,0.0826663487920712,0.05814083610967949,0.11758632510843953,0.94055451100124,High
20093,1.0,1.0,0.6319957993856921,0.5571109665941953,0.7375509157440264,0.8195600508501689,High
9310,0.0,0.0,0.03221486614976483,0.022638387042948266,0.048964984361917985,0.9736734026810303,High
18364,1.0,0.0,0.25032490883546005,0.19421659106469658,0.29416106755425336,0.9000555235104433,High
21436,1.0,1.0,0.9669527125019357,0.9518249323713508,0.9762076607703315,0.9756172716010193,High
12099,0.0,0.0,0.018829759377802652,0.013850247373997416,0.023773086466710558,0.9900771609072868,High
21796,1.0,0.0,0.28462645667963316,0.19694553393845093,0.34781523885824556,0.8491302950802053,High
20427,1.0,1.0,0.7282819128680766,0.6325684916966046,0.8919084630300482,0.7406600286665563,Medium
18669,1.0,0.0,0.31199484426267154,0.22765451448481877,0.3761895167135636,0.8514649977712552,High
6184,0.0,0.0,0.03213407082819775,0.01859101437313598,0.05066224492433061,0.9679287694488053,High
20168,1.0,1.0,0.9899366261821158,0.9881758906219246,0.9918972178494176,0.9962786727725069,High
94,0.0,0.0,0.07475323287102204,0.05388967679804987,0.09413789101741778,0.9597517857806321,High
2782,0.0,0.0,0.4648481992376238,0.375618691323173,0.5342140824440685,0.8414046088791045,High
20684,1.0,1.0,0.6037640880147067,0.5118538006923442,0.7102743352692321,0.8015794654231121,High
13802,0.0,0.0,0.09543342121985636,0.07781223230197591,0.11278650900548337,0.9650257232964925,High
9093,0.0,0.0,0.018418061661103404,0.014807382702964085,0.022201397554728577,0.9926059851482355,High
13645,0.0,0.0,0.009809861416176218,0.006798550134033425,0.015265398394267814,0.9915331517397656,High
14884,1.0,1.0,0.9312227944411988,0.9083152047705724,0.9439474089932242,0.9643677957773482,High
14378,1.0,1.0,0.9995838739614291,0.999282664545488,0.9997710526222119,0.9995116119232761,High
23011,1.0,1.0,0.9956526066714458,0.992209641806327,0.9977335233410485,0.9944761184652785,High
13724,0.0,0.0,0.05488306953511503,0.04409193308312001,0.0667594585714438,0.9773324745116763,High
21806,1.0,1.0,0.6771343234446189,0.6376255640334373,0.7170094770995281,0.9206160869339092,High
20028,1.0,1.0,0.9973023560510728,0.9958915324119723,0.9981871502186572,0.997704382193315,High
974,0.0,0.0,0.007560838598693828,0.006344047926658877,0.009756819803200138,0.9965872281234588,High
17870,1.0,1.0,0.9728696138215799,0.9668084081140111,0.9773420098851981,0.989466398228813,High
19175,1.0,0.0,0.07028187219784506,0.057991610673162,0.07942545058186311,0.9785661600912989,High
5644,0.0,0.0,0.06131417824903486,0.04020786328270323,0.09231163585691114,0.947896227425792,High
8155,0.0,0.0,0.12545285956426927,0.08428532142037341,0.1721788268266412,0.9121064945937322,High
3343,0.0,0.0,0.17378967621678984,0.1343025746633118,0.20571280317840876,0.9285897714849031,High
619,0.0,0.0,0.0009950300599820155,0.0006068963194052031,0.0014701131419987395,0.9991367831774065,High
19046,1.0,1.0,0.98338835237632,0.9773199056815502,0.9884639995737967,0.9888559061077535,High
13807,0.0,0.0,0.026485455837479334,0.019269547044148086,0.03387067788942879,0.9853988691547193,High
716,0.0,0.0,0.13585911235982995,0.10917632428365748,0.16231457337624275,0.9468617509074148,High
6652,0.0,0.0,0.016158040686234207,0.012884619132028078,0.02116167195202725,0.9917229471800009,High
21753,1.0,1.0,0.972348520732141,0.9556802519468823,0.9799679217582137,0.9757123301886687,High
5560,0.0,0.0,0.026811812501956477,0.01867645097903297,0.0342593988935667,0.9844170520854663,High
12105,0.0,0.0,0.32586386408905277,0.2752345448933673,0.38218961799893536,0.8930449268944319,High
922,0.0,0.0,0.01881627164363744,0.012039213737617413,0.03475852641562565,0.9772806873219918,High
18189,1.0,1.0,0.9984832911886103,0.9975265787413294,0.9990075741502873,0.9985190045910421,High
16559,1.0,1.0,0.9884642698478447,0.9862087078108015,0.9908491621408513,0.9953595456699502,High
15052,1.0,0.0,0.2979132833124084,0.24923244200584138,0.34503934563027616,0.9041930963755652,High
15937,1.0,1.0,0.8936415960237325,0.8610317640265976,0.922499217919693,0.9385325461069046,High
2141,0.0,0.0,0.008917108280327981,0.007280573618598344,0.011037292348473378,0.996243281270125,High
9087,0.0,0.0,0.10241579904884997,0.08094535913080202,0.12600113091369605,0.954944228217106,High
13934,0.0,0.0,0.08339211208629668,0.06783646837492648,0.09834983001760866,0.9694866383573179,High
419,0.0,0.0,0.07318207959125116,0.05928892973546999,0.09841811194905375,0.9608708177864163,High
924,0.0,0.0,0.04429165096632884,0.02680504294200727,0.061143491479957846,0.9656615514620495,High
21194,1.0,1.0,0.603802672249034,0.5397753625358921,0.6481584735639659,0.8916168889719261,High
21281,1.0,1.0,0.7438225168659246,0.6870112339481633,0.7924426509087289,0.8945685830394344,High
21,0.0,0.0,0.12154121296943061,0.10162258175222738,0.1416635105852928,0.9599590711669346,High
14802,1.0,1.0,0.976217583251042,0.9708655930019566,0.9800028622320195,0.9908627307699371,High
20796,1.0,0.0,0.05298840553529125,0.03505628707709559,0.07432335856198603,0.9607329285151096,High
5429,0.0,0.0,0.4529769237444774,0.36231295681778697,0.5647927410185313,0.7975202157992557,High
15494,1.0,1.0,0.7975139024140858,0.760162163923494,0.8350704873042694,0.9250916766192246,High
13757,0.0,0.0,0.051713309204303545,0.03944060141321995,0.06678674611150062,0.9726538553017193,High
22946,1.0,1.0,0.9727679691702452,0.9675329024777702,0.9768645129573998,0.9906683895203704,High
23456,1.0,1.0,0.7587215700390011,0.7005334249559906,0.8005373271424348,0.8999960978135558,High
7863,0.0,0.0,0.08273187833585341,0.0680250937353229,0.10026899263439208,0.9677561011009308,High
5346,0.0,0.0,0.10658732146222591,0.08976617026555771,0.12804427065609789,0.9617218996094599,High
13656,0.0,1.0,0.9635256776257176,0.9531999322282028,0.9729082052352248,0.980291726992978,High
19947,1.0,1.0,0.8589023698596993,0.816777837974141,0.8911809167211544,0.9255969212529866,High
14830,1.0,1.0,0.9998940555485156,0.9998448796925569,0.9999310343037244,0.9999138453888324,High
12852,0.0,0.0,0.009735979859411728,0.00819839030176483,0.011229502689307785,0.996968887612457,High
9499,0.0,0.0,0.20733542147783326,0.1746635224546705,0.23795060987663608,0.9367129125780345,High
10247,0.0,0.0,0.14080771535758915,0.09708614180040943,0.20880345164333108,0.8882826901570784,High
9996,0.0,0.0,0.16250030789561626,0.13346240942503776,0.1987834162893738,0.9346789931356639,High
10541,0.0,0.0,0.08731944355373845,0.05120915959587578,0.13260823790279372,0.918600921693082,High
19053,1.0,1.0,0.9994139624297048,0.999071502647118,0.9996401064891669,0.9994313961579511,High
13104,0.0,0.0,0.12830128366454246,0.10140623432227443,0.17183080226198952,0.9295754320602849,High
11407,0.0,0.0,0.24987596969040077,0.1877046129567925,0.31941636463621387,0.8682882483205786,High
22116,1.0,1.0,0.9936069807229719,0.9920118931432341,0.994924963651554,0.9970869294916801,High
18376,1.0,1.0,0.9924095133436909,0.9875727441287792,0.9950190069360241,0.9925537371927551,High
11873,0.0,0.0,0.07039727661696468,0.04002196114925062,0.09968249638076798,0.9403394647684826,High
19655,1.0,0.0,0.19309848146433903,0.13552041179642135,0.2404848318010777,0.8950355799953437,High
6573,0.0,1.0,0.6438722445709878,0.5921229451328007,0.6887116374404525,0.9034113076923482,High
7350,0.0,0.0,0.07525415457165008,0.04551809526676254,0.09520665663586221,0.9503114386309003,High
15190,1.0,1.0,0.963847756089138,0.9494884660410249,0.972306264445627,0.9771822015953979,High
4873,0.0,0.0,0.3422601862734027,0.2817196403546456,0.4209080440781919,0.8608115962764538,High
16921,1.0,1.0,0.9868169201463651,0.9830464092218881,0.9897030977669552,0.9933433114549329,High
2047,0.0,0.0,0.19180905192050685,0.1599959767158469,0.22215148513416247,0.9378444915816844,High
8927,0.0,0.0,0.021977537318528834,0.015418982331618121,0.02779491537781125,0.9876240669538069,High
22671,1.0,1.0,0.9080236166396544,0.8824138707109178,0.9349228702563505,0.9474910004545674,High
20446,1.0,1.0,0.9520420322771541,0.9246440495582379,0.9691080178754468,0.9555360316827911,High
15239,1.0,1.0,0.6796993005800195,0.6413876476810039,0.7288126649373098,0.9125749827436941,High
11016,0.0,0.0,0.09066551251700422,0.07203073436837405,0.11471530868764261,0.9573154256807315,High
5693,0.0,1.0,0.6088505486925356,0.5332495213633404,0.670498758399261,0.8627507629640794,High
19960,1.0,1.0,0.9556521509953863,0.9453102508602778,0.9651634494142317,0.980146801446046,High
10396,0.0,0.0,0.06316896510955583,0.049963213734768155,0.07875578142086273,0.9712074323139054,High
2278,0.0,0.0,0.008221014524612531,0.004800405231750682,0.011852934594562364,0.9929474706371884,High
18151,1.0,1.0,0.7492231927786285,0.6865480243291618,0.7845482277224363,0.9019997966067256,High
5031,0.0,0.0,0.0030232435414178625,0.001929784569859184,0.004092896781150229,0.9978368877887089,High
9700,0.0,0.0,0.036470687764955836,0.02949813415445441,0.045944302521042917,0.9835538316334115,High
22598,1.0,1.0,0.9950105284052914,0.9933459963308024,0.9963330749390885,0.9970129213917139,High
20113,1.0,1.0,0.561548723410137,0.48356276146997884,0.6300523844077465,0.8535103770622323,High
3675,0.0,0.0,0.008067942949801937,0.005875279123116872,0.009640853088755466,0.9962344260343614,High
5486,0.0,0.0,0.14721670220972954,0.11470397522990775,0.18104765671260123,0.9336563185173066,High
21744,1.0,1.0,0.8617426369040968,0.8355629437198167,0.8933698741632717,0.9421930695565449,High
16,0.0,1.0,0.5067391399999013,0.4105599018255321,0.5706346243395932,0.8399252774859389,High
5977,0.0,0.0,0.07570367290993935,0.05233966650529402,0.10439264131309076,0.9479470251922033,High
15193,1.0,1.0,0.5404676879903654,0.41900269917902844,0.7043568503758468,0.7146458488031816,Medium
3636,0.0,0.0,0.003956072540416399,0.003297736400451327,0.005240120164931492,0.9980576162355198,High
5585,0.0,0.0,0.04062416803335979,0.029429911997743086,0.05243591744254265,0.9769939945552004,High
16022,1.0,0.0,0.22633857252473838,0.16956364305063157,0.2671727931002588,0.9023908499503728,High
12946,0.0,0.0,0.0869967720197996,0.05164370058099376,0.14996507040818596,0.9016786301728078,High
18330,1.0,1.0,0.9962769410315226,0.9945945817237377,0.9975902822066225,0.9970042995171152,High
6396,0.0,0.0,0.017160336482577497,0.01020637324357209,0.026415310858143793,0.9837910623854283,High
775,0.0,0.0,0.011724137512980844,0.008060546839494885,0.018085764599749463,0.9899747822397454,High
1184,0.0,0.0,0.05147760712364052,0.03835926779379301,0.07121488863191532,0.9671443791618777,High
9465,0.0,0.0,0.40640233420634264,0.34716657952613544,0.46874632266026933,0.8784202568658661,High
8980,0.0,0.0,0.16054414476129433,0.10862086684623873,0.23154475292807405,0.8770761139181646,High
18719,1.0,1.0,0.8871920161690747,0.8302481220576025,0.9297219677799627,0.9005261542776397,High
163,0.0,0.0,0.029985788037979105,0.021603591345129906,0.038415527984547636,0.9831880633605823,High
18585,1.0,0.0,0.09324857378836192,0.06732327910786268,0.1391266808338227,0.92819659827404,High
15021,1.0,1.0,0.938730476705735,0.9197824614953687,0.9614753557784819,0.9583071057168868,High
4356,0.0,1.0,0.9657046096022217,0.9504579051806926,0.9771620849834919,0.9732958201972007,High
15527,1.0,1.0,0.9119425486049717,0.8788746727267216,0.9302261868483584,0.9486484858783631,High
7686,0.0,0.0,0.09685751498039874,0.0645576020202201,0.13007214993331662,0.9344854520869035,High
21537,1.0,1.0,0.9276406844976837,0.9109708473521226,0.9420146326231099,0.9689562147290127,High
12133,0.0,0.0,0.3245686733506271,0.2828418434644031,0.37997344440046443,0.9028683990639387,High
1380,0.0,0.0,0.4067450766610213,0.3141940707079659,0.542386251241432,0.7718078194665339,High
18602,1.0,1.0,0.7119475056394797,0.6400952507859429,0.7856390321067368,0.8544562186792061,High
22495,1.0,1.0,0.9371777375273922,0.9042852524940854,0.9669029452251692,0.9373823072689162,High
10457,0.0,0.0,0.21997651845840877,0.13160868740065526,0.32229626147065527,0.80931242593,High
11088,0.0,0.0,0.095863130180963,0.08003763294532426,0.10784192961579726,0.972195703329527,High
18016,1.0,0.0,0.04507638745208079,0.028557441612685155,0.06548722899204255,0.9630702126206426,High
7041,0.0,0.0,0.022509401956896533,0.018274651066329115,0.028686123582132354,0.9895885274841968,High
317,0.0,0.0,0.07035748827775713,0.039463135012038145,0.10369038015215526,0.9357727548598829,High
14153,1.0,0.0,0.12960357528328398,0.08296850434758571,0.16584767108446907,0.9171208332631167,High
13006,0.0,0.0,0.24069165453408714,0.17946044596907532,0.31456432297069015,0.8648961229983851,High
14137,1.0,1.0,0.9044173158992503,0.8875103997576451,0.9199189012168291,0.967591498540816,High
16901,1.0,1.0,0.9662092869173907,0.953083297144904,0.975443868143503,0.977639429001401,High
14317,1.0,0.0,0.09481604250232575,0.07123725176248126,0.11978169545737223,0.951455556305109,High
20778,1.0,0.0,0.48100699909917377,0.35971547538883325,0.6183864327157895,0.7413290426730437,Medium
12256,0.0,0.0,0.06533594223692418,0.04593333129088565,0.08617544559622829,0.9597578856946574,High
2433,0.0,0.0,0.47324870769656924,0.41094001181970036,0.5164039030784044,0.894536108741296,High
18014,1.0,0.0,0.42156650706561216,0.34538903461825493,0.516123734857733,0.8292652997605219,High
6645,0.0,0.0,0.04600209575158551,0.02767308321147454,0.056842285388363736,0.9708307978231108,High
21355,1.0,1.0,0.9738784492515193,0.9663045927772772,0.9805553023325903,0.985749290444687,High
13990,0.0,0.0,0.08394505458662849,0.03372194475116299,0.18733149219299453,0.8463904525581685,High
6276,0.0,0.0,0.026794887737371036,0.020750631474618253,0.037385324961558525,0.9833653065130598,High
17770,1.0,1.0,0.980517630516507,0.9719128798943965,0.985608398228075,0.9863044816663215,High
17130,1.0,0.0,0.06343025110793493,0.04700965844495648,0.07746046268980564,0.9695491957551509,High
15076,1.0,1.0,0.8839205434556199,0.8315239372544156,0.9166574147803204,0.9148665224740953,High
14971,1.0,1.0,0.9897051486393258,0.9873864052790873,0.9923032868980239,0.9950831183810633,High
11769,0.0,0.0,0.06486893321336794,0.04639353950410437,0.0846971140312485,0.9616964254728558,High
22494,1.0,1.0,0.9927539755850756,0.9892629514186652,0.9951934114824555,0.9940695399362096,High
20075,1.0,0.0,0.20220547725053564,0.16100862724170595,0.24604201580207868,0.9149666114396273,High
13822,0.0,0.0,0.08642964236833375,0.06491431065097503,0.11435248349126562,0.9505618271597094,High
1704,0.0,0.0,0.1196318561332705,0.09478686457149615,0.14907230138751573,0.9457145631839804,High
23880,1.0,1.0,0.6912249825354386,0.6338722837448709,0.7258479910493966,0.9080242926954744,High
6368,0.0,0.0,0.01300249172881895,0.008520334896541245,0.020820764798921244,0.98769957009762,High
20212,1.0,1.0,0.9303406970448741,0.9091846194660849,0.9498570316334431,0.9593275878326417,High
3067,0.0,0.0,0.01347190682325775,0.009724082394204596,0.018515002005325163,0.9912090803888794,High
6776,0.0,0.0,0.014061791888227529,0.011511081561826739,0.017948405625690333,0.9935626759361365,High
14191,1.0,1.0,0.974756227637456,0.9672413890574693,0.9822959199563911,0.9849454691010782,High
2279,0.0,0.0,0.003696488107737412,0.0026712913822212704,0.00506613768222742,0.9976051536999938,High
21124,1.0,0.0,0.4563915695699218,0.38152203370802207,0.5535738629875644,0.8279481707204577,High
22348,1.0,1.0,0.9879986885219116,0.9823643443908269,0.9930996871431805,0.9892646572476463,High
14261,1.0,1.0,0.9170008630366843,0.8892671091170616,0.9386058955474115,0.9506612135696502,High
15550,1.0,1.0,0.8882617562956752,0.835779298432773,0.911018260774367,0.924761037658406,High
17456,1.0,1.0,0.9967995753871592,0.9960739815577653,0.9974443886299004,0.9986295929278649,High
7486,0.0,0.0,0.11053256135717404,0.07840049370434059,0.1578259352901097,0.9205745584142309,High
21470,1.0,1.0,0.9548218557505914,0.9339452377213305,0.9691221104825042,0.9648231272388264,High
17497,1.0,1.0,0.8947653424837598,0.8577607520891521,0.9239425384894304,0.9338182135997217,High
5878,0.0,0.0,0.03401983331587729,0.02413473465596418,0.04864662342964605,0.9754881112263182,High
3788,0.0,0.0,0.10119572885289072,0.08088224890960391,0.1284642231557698,0.9524180257538342,High
8946,0.0,0.0,0.03096571436447102,0.024884142972724864,0.041256524365678685,0.9836276186070462,High
